abacus|n.算盘
master|n.主人,雇主,(男)教师,熟练技工,师傅,大师,硕士,<称呼>少爷adj.主人的,熟练的,高明的,主要的vt.征服,控制,精通
mastermind|v.策划
masterpiece|n.杰作,名著
mastery|n.掌握
mat|n.席子,垫子v.铺席子
mate|n.配偶,对手,助手vt.使配对,使一致,结伴vi.成配偶,紧密配合
material|n.材料,原料,物资,素材,布料adj.物质的,肉体的,具体的,重要的,实质性的
materialism|n.唯物主义
materialize|v.物化
maternal|adj.母亲的,似母亲的,母性的
maternity|n.母性,母道adj.孕妇的,产妇的,产科的
mathematical|adj.数学的,精确的
mathematician|n.数学家
mathematics|n.数学
maths|n.数学
matinee|n.白天举行的音乐会,妇女便装之一种
mating|n.(鸟兽等的)交配,交尾,(植物等的)杂交
matriculate|v.被录取入学n.被录取者
matrix|n.矩阵
matron|n.护土长,女舍监,保姆,主妇
matter|n.事件,问题,物质,内容,实质,原因,(印刷或书写的)文件,(文章或讲话等的)素材vi.有关系,要紧
mattress|n.床垫,空气垫,(用以护堤等的)沉床
mature|adj.成熟的,到期的,充分考虑的,(票据等)到期的vt.使成熟vi.成熟,到期
maul|n.大槌vt.打伤,粗手粗脚地摆弄,抨击
mauve|n.紫红色adj.紫红色的
maverick|n.没打烙印的动物vi.闹独立的人
maxim|n.格言,座右铭
maximum|n.最大量,最大限度,极大adj.最高的,最多的,最大极限的
may|aux.可能,也许,可以,祝,愿n.(May)五月,能,可能
May|梅(姓氏,女子名,Mary的昵称)五月
maybe|adv.大概,或许n.疑虑
mayhem|n.伤害罪之一种,故意的伤害罪
mayor|n.市长
maze|n.曲径,迷宫,迷津,迷惘,迷惑,糊涂vt.使迷惘,使混乱,迷失
me|pron.我
meadow|n.草地,牧场
meager|n.兆
meal|n.一餐,一顿饭,膳食,(谷类的)粗粉vi.进餐
mean|adj.低劣的,卑鄙的,普通的,吝啬的,简陋的,平均的,惭愧的,不舒服的vt.意谓,想要,预定vi.用意,有意义n.平均数,中间,中庸
meander|n.漫步,弯曲,曲流v.漫步,蜿蜒而流
meaning|n.意义,含意,意图,[逻]内涵adj.意味深长的
means|n.手段,方法v.意味,想要
meantime|n.其间,其时adv.其间
meanwhile|(=meantime)n.其间,其时adv.其间
measles|n.[医]麻疹,风疹,包虫病,痧子
measurable|adj.可测量的
measure|n.尺寸,量度器,量度标准,方法,测量,措施vt.测量,测度,估量,分派,权衡,调节vi.量
measurement|n.测量法,度量,(量得的)尺寸,度量单位制
meat|n.(食用)肉,肉类
Mecca|(=Makkah,Mekka)麦加(沙特阿拉伯西部,穆罕默德诞生地,伊斯兰教第一圣地)
mechanic|n.技工,机修工,机械士
mechanical|adj.机械的,机械制的,机械似的,呆板的
mechanics|n.(用作单数)机械学、力学,(用作复数)技巧,结构
mechanism|n.机械装置,机构,机制
mechanize|v.机械化
medal|n.奖章,勋章,纪念章v.授予...奖章
meddle|v.管闲事
media|n.媒体
mediate|v.仲裁,调停,作为引起...的媒介,居中调停
medicaid|[美]公共医疗补助制
medical|n.医生,体格检查adj.医学的,内科的,<古>(医)药的
medication|n.药物治疗,药物处理,药物
medicine|n.药,医学,内科学,内服药vt.给...用药
medieval|adj.中世纪的,仿中世纪的,老式的,<贬>原始的
mediocre|adj.普普通通的
meditate|v.想,考虑,(尤指宗教上的)沉思,冥想
Mediterranean|n.地中海（=Mediterraneansea,位于欧,亚,非三大洲之间）,地中海沿岸的居民adj.地中海的,地中海民族的
medium|n.媒体,方法,媒介adj.中间的,中等的,半生熟的
meek|adj.温顺的,谦恭的,(河流等)和缓的,驯服的
meet|n.会,集会adj.适宜的,合适的vt.遇见,(迎)接,与(某人目光)相遇,(赴约)和...会面,(经介绍)与...相识,对付vi.相遇,接触
meeting|n.会议,集会,会见,会战,汇合点
megaphone|n.扩音器
melancholy|n.忧郁adj.忧郁
mellow|adj.(因熟透而)醇香的、甘美的,(颜色)柔美的,(声音)圆润的,成熟的,老练的vt.&vi.使(变)醇香,使(变)柔美,使成熟
melodrama|n.情节剧
melody|n.悦耳的音调
melon|n.(各种的)瓜
melt|v.(使)融化,(使)熔化,使软化,使感动
member|n.成员,会员,议员,(人或动,植物的)一部分,[语]子句,成分,[逻]推论的命题
membership|n.成员资格,成员人数
membrane|n.膜,隔膜
memento|n.纪念品
memo|n.备忘录
memoir|n.论文集
memorable|adj.值得纪念的,难忘的
memorandum|n.备忘录,便笺,便函,买卖契约书
memorial|n.纪念物,纪念馆,纪念议事,请愿书adj.记念的,记忆的
memorize|v.[亦作memorise]记住,记忆
memory|n.记忆,记忆力,回忆,存储(器),存储器存储器,内存
menace|n.威胁,危险物v.恐吓,危及,威胁
mend|n.改进,改良,补丁,修理部分,好转vt.修改,改进,加快,修理,修补vi.好转,改善,改正
menial|adj.仆人的n.仆人
meningitis|n.[医]脑膜炎
menopause|n.[生理]绝经期,更年期,活动终止期
menstrual|adj.[生理]月经的,<罕>一月一次的,每月的
mental|adj.精神的,智力的
mentality|n.智力,精神,心理,思想情况
mention|vt.提及,说起n.提及,说起v.论及,提及
menu|n.菜单
mercantile|adj.商人的,商业的,经商的,重商主义的,以金钱为目的的
mercenary|adj.唯利是图的
merchandise|n.商品,货物
merchant|n.商人,批发商,贸易商,店主adj.商业的,商人的
merciful|adj.仁慈的,慈悲的
merciless|adj.无慈悲心的,残忍的
mercury|n.水银,汞,[罗神]墨丘利神(众神的信使)
mercy|n.仁慈,宽恕,怜悯
mere|adj.仅仅的,起码的,纯粹的
merely|adv.仅仅,只,不过
merge|v.合并,并入,结合,吞没,融合
merit|n.优点,价值v.有益于
mermaid|n.(传说中的)美人鱼,<美>女子游泳健将
merry|adj.欢乐的,愉快的
mesh|n.网孔,网丝,网眼,圈套,陷阱,[机]啮合vt.以网捕捉,啮合,编织vi.落网,相啮合
mesmerize|v.施催眠术
mess|n.混乱,脏乱v.弄乱
message|n.消息,通讯,讯息,音讯,差使,广告词,预言,教训vt.通知vi.带信息
messenger|n.报信者,使者
Messiah|n.弥赛亚(犹太人盼望的复国救主)
metabolism|n.新陈代谢,变形
metal|n.金属
metallic|adj.金属(性)的
metallurgy|n.冶金,冶金术
metaphor|n.[修辞]隐喻,暗喻,比喻说话
metaphysical|adj.形而上学的,纯粹哲学的,超自然的
meteor|n.流星,大气现象
meteorology|n.气象学,气象状态
meter|n.米,公尺,计,表,仪表
methane|n.[化]甲烷,沼气
method|n.方法
methodical|adj.有方法的,有系统的
methodology|n.方法学,方法论
meticulous|adj.小心翼翼的
metre|n.米,公尺
metric|adj.米制的,公制的
metropolis|n.首都,主要都市,都会,大主教教区,大城市
metropolitan|adj.首都的,主要都市的,大城市
Mexican|adj.墨西哥的n.墨西哥人
microbiology|n.微生物学
microchip|[计]微芯片
microcomputer|n.微型(电子)计
microorganism|n.[微生]微生物,微小动植物
microphone|n.扩音器,麦克风
microprocessor|n.[计]微处理器
microscope|n.显微镜
microwave|n.微波(波长为1毫米至30厘米的高频电磁波)
mid|adj.中央的,中部的,中间的
midday|n.正午
middle|n.中间,当中adj.中间的,中部的
middleman|n.中间人
midget|n.侏儒adj.小型的
midnight|n.午夜
midst|n.中间prep.在...中间
midway|n.中途,半路adj.中途的adv.在中途
midwife|n.助产士,接生员,产婆
might|v.(pasttense,pastparticipleofmayseemay)n.力量,威力,权力,能,可能aux.可以
mighty|n.有势力的人adj.有势力的,强大的,有力的adv.很,极,非常
migraine|n.偏头痛
migrant|n.候鸟,移居者
migrate|vi.移动,移往,移植,随季节而移居,(鸟类的)迁徙vt.使移居,使移植
migration|n.移民,移植,移往,移动
mild|adj.温和的,温柔的,淡味的,轻微的,适度的,不含有害物质的的
mile|n.英里,较大的距离
mileage|n.英里数,英里里程
milestone|n.里程碑,里程标,重要事件,转折点
militant|adj.好战的,积极从事或支持使用武力的
militarism|n.职业军人的精神,军国主义
military|adj.军事的,军用的
militia|n.民兵
militiaman|n.民兵组织,全体民兵,(只在紧急情况下才召集的)国民军
milk|n.乳,牛奶v.挤(奶)
milkman|n.售奶工人,送奶工人
milky|adj.牛奶的,乳状的,乳白色的
mill|n.压榨机,磨坊,磨粉机,工厂,制造厂vt.碾磨,磨细,搅拌,使乱转,打vi.乱转,被碾磨
millennium|n.太平盛世,一千年
millet|n.[植]稷,粟,黍的子实
millimeter|n.毫米
millimetre|n.毫米
million|num.百万,百万个n.无数
millionaire|n.百万富翁,大富豪
millipede|n.[动](=millepede)倍足纲节动物
milometer|n.里程表
mime|n.笑剧v.模仿abbr.MultipurposeInternetMailExtensionprotocol,多用途的网际邮件扩充协议
mimic|adj.模仿的,假装的,[生]拟态的n.效颦者,模仿者,小丑,仿制品vt.模仿,摹拟
mince|v.切碎
mind|n.头脑,智力,精神,意见,情绪vi.介意,照顾,留心vt.注意,留意,专心于,照看,介意
mine|n.矿,矿山,矿井,源泉,宝库,地雷,水雷vt.挖掘,开采,在...布雷,破坏vi.开矿,埋设地雷pron.我的
minefield|n.1.布雷区2.充满隐伏危险的事物
miner|n.矿工
mineral|n.矿物,矿石
mingle|v.(使)混合
miniature|n.缩小的模型,缩图,缩影adj.微型的,缩小的
minibus|n.中客车,小型公共汽车(我国俗称面包车,乘员10人左右)
minimum|adj.最小的,最低的n.最小值,最小化
minister|n.部长,大臣
ministry|n.(政府的)部门
mink|n.[动]貂(尤指水貂),貂皮衣
minor|n.未成年人,副修科目adj.较小的,次要的,二流的,未成年的vi.辅修n.[乐]小调,小音阶
minority|n.少数,少数民族
minus|adj.负的,减的prep.减去n.负数
minute|n.分,分钟,片刻,一瞬间,备忘录,笔记vt.记录,摘录,测定时间adj.微小的,详细的,仔细而准确的
miracle|n.奇迹,奇事
miraculous|adj.奇迹的,不可思议的
mirage|n.海市蜃楼,雾气,幻想,妄想
mire|n.泥潭v.陷入
mirror|n.镜子,真实反映情况的东西,典范vt.反映,映出n.DOS命令：在磁盘安全区域存贮根目录和文件分配表
mirth|n.欢笑,高兴
misadventure|n.运气不佳的遭遇
misapprehend|vt.误会,误解
misapprehension|n.误会,误解
misappropriate|v.盗用
misbehave|v.(使)行为无礼貌,(使)行为不端
misbehavior|n.不礼貌,品行不端
misbehaviour|n.不规矩行为,不正当举止,粗鲁行为
miscalculate|vt.误算vi.算错
miscarriage|n.失败,误送,[医]流产
miscellaneous|adj.各色各样混在一起,混杂的,多才多艺的
mischief|n.伤害,危害,故障,恶作剧,淘气,调皮的人,损害
mischievous|adj.有害的,恶作剧的,淘气的,为害
misconduct|vt.处理不当,干坏事n.不正当的行为,明知故犯
miser|n.守财奴,吝啬鬼,(石油工程上用的)凿井机
miserable|adj.痛苦的,悲惨的,可怜
misery|n.痛苦,苦恼,悲惨,不幸,穷困
misfit|n.不称职的人,不适合的东西vt.与...不相称vi.不适合,不相称
misfortune|n.不幸,灾祸
misgiving|疑惧,疑虑
mislead|vt.误导
misplace|vt.放错地方
missile|n.导弹,发射物
missing|adj.不见的,缺少的
mission|n.使命,任务,使团,代表团
missionary|adj.传教的,传教士的n.传教士
mist|n.薄雾
mistake|n.错误,过失v.弄错,误解,把...误认为
mistaken|adj.犯错的,错误的
mistress|n.主妇,女主人,女能人,情妇
misty|adj.有薄雾的
misunderstand|vt.误解,误会
misunderstanding|n.误会,误解
mitigate|v.减轻
mitten|n.棒球手套,拳击手套
mix|v.使混和,混淆,混合n.混合
mixer|混频器n.混合者,搅拌器,[电]混频器
mixture|n.混合,混合物,混合剂
moan|n.呻吟,哀悼,呼啸vi.发出呻吟声,抱怨,哀悼vt.呻吟
moat|n.护城河,城壕v.挖壕围绕
mob|n.(集合词)暴徒,乌合之众,(盗贼等的)一群v.成群暴动,聚众滋扰
mobile|adj.可移动的,易变的,机动的n.运动物体
mobility|n.活动性,灵活性,迁移率,机动性
mobilize|v.动员
mock|v.嘲笑,骗,挫败,嘲弄adj.假的n.嘲弄,模仿,仿制品
mockery|n.嘲笑
mode|n.方式,模式,样式,时尚n.DOS命令：完成有关在处理器和屏幕,打印机和键盘之间传递数据的各种功能
modem|n.[计]调制解调器n.调制解调器
moderate|adj.中等的,适度的,适中的v.缓和
modern|n.现代人,有思想的人adj.近代的,现代的,现代化的,时髦的
modernism|n.现代风,现代主义,现代思想
modernization|n.现代化
modernize|v.使现代化
modest|adj.谦虚的,谦让的,适度的
modesty|n.谦逊,虚心
modify|vt.更改,修改v.修改
modular|adj.[数][物]模的,有标准组件的
module|n.模数,模块,登月舱,指令舱
moist|adj.潮湿的n.潮湿
moisture|n.潮湿,湿气
moisturize|vi.变潮湿,增加水分vt.使增加水分
mole|n.[医]胎块,[动]鼹鼠,防波堤,筑有防波堤的海港
molecule|n.[化]分子,些微
molest|vt.骚乱,困扰,调戏
mollify|v.平息
moment|adj.片刻的,瞬间的,力矩的n.瞬间
momentary|adj.瞬间的,刹那间的
momentous|adj.重大的,重要的
momentum|n.动力,要素
monarch|n.君主
monarchy|n.君主政体,君主政治,君主国
monastery|n.修道院,僧侣
Monday|n.星期一
monetary|adj.货币的,金钱的
money|n.货币,钱,金钱
Mongolian|n.属于蒙古人种的人,蒙古语,[医]先头愚型患者adj.蒙古人的,蒙古语的,[医]先头愚型症的
mongrel|n.<贬>杂种(指人),杂种狗,混血儿adj.杂种的,混血儿的
monitor|n.班长,监听器,监视器,监控器vt.监控v.监控
monk|n.修道士,僧侣
monkey|n.猴子
monochrome|n.单色单色的
monogamy|n.一夫一妻制,[动]单配偶,单配性
monolingual|adj.仅用一种语言的,仅懂一种语言的
monolith|n.独块巨石,整体塑制品
monologue|n.独白,独脚戏
monopolise|vt.(=monopolize)垄断,获得....的专卖权
monopolize|vt.独占,垄断
monopoly|n.垄断,垄断者,专利权,专利事业
monotone|adj.单调的n.单调
monotonous|adj.单调的,无变化的
monotony|n.单音,单调,千篇一律
monsoon|n.季候风,(印度等地的)雨季,季风
monster|n.怪物,妖怪
monstrous|adj.巨大的,畸形的,怪异的,恐怖的,凶暴的adj.<口>难以置信的,荒谬的
montage|n.蒙太奇,文学音乐或美术的组合体
month|n.月
monthly|adj.每月的adv.每月一次n.月刊
monument|n.纪念碑
monumental|adj.纪念碑的,纪念物的,不朽的,非常的
mood|n.心情,情绪,语气,状态
moon|n.月球,月亮,卫星
moonlight|n.月光adj.月光的,月夜的
moonlighting|n.夜间活动,夜袭,(尤指在夜间)从事第二职业
mop|n.拖把(俗称地拖),洗碗v.用拖把拖洗,擦,抹,扫荡
mope|v.闷闷不乐
moral|adj.道德(上)的,精神的n.道德
morale|n.士气,民心
morality|adj.道德的n.道德
morbid|adj.病的,由病引起的,病态的,恐怖的
more|adj.更多的n.更多adv.更,更多,更加,超过,多,大大高于num.更多
moreover|adv.而且,此外
mores|n.风俗,习惯,民德,道德观念
moribund|adj.垂死的n.垂死的人
morning|n.早晨,上午
morphine|n.吗啡
mortal|n.凡人,人类adj.必死的,致命的,人类的,临终的adj.<口>极端的,非常大(长)的
mortality|n.死亡率
mortar|n.臼,研钵,灰泥,迫击炮vt.用灰泥涂抹,用灰泥结合
mortgage|n.抵押v.抵押
mortuary|n.停尸房,太平间adj.死亡的,埋葬死人的
mosaic|n.镶嵌,镶嵌图案,镶嵌工艺adj.嵌花式的,拼成的最早出现的Internet上的WEB浏览器
mosque|n.清真寺
mosquito|n.蚊子
moss|n.苔,藓
most|adj.最多的,多数的,大部分的adv.最,最多,很,十分,最,最大的,其中大多数,极其n.大多数,大部分
mostly|adv.主要地,大部分,通常
motel|n.汽车旅馆
moth|n.蛾,蛀虫
mother|n.母亲,妈妈
motherland|n.祖国
motif|n.主题,主旨,动机,图形
motion|n.运动,动作v.运动
motionless|adj.不动的,静止的
motivate|v.激发
motivation|n.动机
motive|n.动机,目的adj.发动的,运动的
motley|adj.杂色的,五颜六色的,穿染色衣的,混杂的n.杂色,杂色衣服,混杂,小丑
motor|n.发动机,电动机
motorist|n.乘汽车者,常坐汽车的人
motorway|n.汽车高速公路
motto|n.座右铭,格言,题词,笺言
mould|n.[亦作mold]肥土,壤土,[亦作mold]霉,模具v.用土覆盖,发霉,铸造
mound|n.土墩,护堤,垛vt.筑堤,堆起vi.积成堆,隆起
mountain|n.山,山脉
mountainous|adj.多山的,山一般的,巨大的
mournful|adj.悲哀的
mouse|n.鼠,耗子v.搜寻
mousse|n.一种多泡沫含奶油的甜点
moustache|n.小胡子,(哺乳动物的)触须
mouth|n.口,嘴
mouthful|n.一口,满口
movable|adj.[亦作moveable]活动的,变动的
move|n.移动,迁居,步骤vt.移动,感动,鼓动vi.移动,离开,运行,迁移,搬家
movement|n.运动,动作,运转,乐章
movie|n.电影
moving|vbl.移动
mow|n.干草堆,谷堆v.刈,扫除,收割庄稼,扫倒
much|adj.许多的,大量的adv.非常,很,...多,更加,非常,得多,多达,多得多n.许多,大量num.许多
mud|n.泥,泥浆,泥泞abbr.Multi-UserDungeons,多用户网络游戏abbr.Multi-UserDomuins,多用户领域
muddle|vt.混合,使微醉,使咬字不清晰,鬼混vi.胡乱对付n.困惑,混浊状态,糊涂
muddy|adj.多泥的,泥泞的
muffin|n.松饼
muffle|v.包,蒙住,压抑(声音)n.围巾,头巾,消声器
mug|n.杯子
mule|n.骡,倔强之人,顽固的人,杂交种动物
multilateral|adj.多边的,多国的
multimedia|n.多媒体,多媒体的采用
multinational|adj.多国的,跨国公司的,多民族的n.多国籍公司,跨国公司
multiple|adj.多样的,多重的n.倍数,若干v.成倍增加
multiply|v.繁殖,乘,增加
multitude|n.多数,群众
mumble|n.喃喃而语,咕哝,闭嘴细嚼v.喃喃而语,咕哝
mummy|n.[小儿语]妈咪,[口头语]妈妈,木乃伊,干瘪的人
mumps|腮腺炎
mundane|adj.世界的,世俗的,平凡的
municipal|adj.市政的,市立的,地方性的,地方自治的
municipality|n.市政当局,自治市
munitions|n.军需品(munition之复数)
mural|adj.墙壁上的n.壁画,壁饰
murder|n.谋杀,凶杀vt.谋杀,凶杀v.谋杀
murmur|n.低沉连续的声音,咕哝,怨言,低语v.发低沉连续的声音,发怨言,低声说,低语
muscle|n.肌肉,臂力,(可供食用的)瘦肉,[解]肌
muscular|adj.肌肉的,强健的
muse|v.沉思n.[希神]缪斯女神
museum|n.博物馆
mushroom|n.蘑菇,<古>暴发户vi.迅速生长,迅速增加,采蘑菇adj.蘑菇形的,迅速生长的
